Company Name,Description,Headquarters,Country,Website,Industry,Company Size,Specialities,Company Type,Followers
null,null,null,null,null,null,null,null,null,null
Pilot Tong CF,null,null,null,null,null,null,null,null,"242,919"
Brittany Horne,null,null,null,null,null,null,null,null,178
null,null,null,null,null,null,null,null,null,null
HOUSTON WASTE SOLUTIONS,"We are an independent Waste Company which services the Greater Houston Area. We can handle ALL of your waste needs!!!

At Houston Waste Solutions, we understand the importance of a partnership between our clients & a waste company (driven through superior customer service) that offers cost effective waste removal services. HWS is an innovative waste disposal company serving Houston and its greater surrounding areas. 

Our goal is to develop a plan tailored to your specific needs. Offer a comprehensive waste management service that will work with you to customize a program that fits your schedule, your budget and is efficient.

HWS offers: 
•      Superior customer service and guaranteed next day hauling.
•      A well maintained fleet of trucks that cover Houston and the greater Houston area
•      Waste and recycle hauling 
•      Open top containers 20, 30, 40 
•      Compactors 
•      FEL (Front End Loaders) 2, 4, 6, and 8yard containers
•      Nightly hand pick up
•      Monthly waste and Recycle reports

•      Equipment rentals and sales
•      Open top containers 20, 30, 40 
•      Compactors – self-contained and stationary 
•      Balers
•      Receiver boxes
•      Key personal on call 24 hours to handle ANY emergency.

Houston Waste Solutions strives to see that all orders are delivered as promised, placed in the most convenient and accessible locations available and serviced in accordance with the highest professional standards. 

HWS prides itself on providing the highest level of customer service, living up to commitments and getting the jobs completed as promised. We offer a full range of waste collection services from traditional roll-off boxes, compactors and balers. 

Optimize current hauling, garbage disposal and recycling service to reduce overall waste management system costs

Collaborate with customers staff to implement the program

Offer continual improvement in customers Recycling process and assist in increasing diversion (reduce, reuse, and recycle)

One point of contact for all services, as well as one invoice

                                                           


                                                          Environmental Solutions for our Future","HOUSTON, TEXAS",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2FWWW%2EHOUSTONWASTESOLUTIONS%2ECOM&urlhash=7uCy&trk=about_website,Environmental Services,11-50 employees,"ROLL OFF DUMPSTERS, COMPACTORS, RECYCLING, FEL Front End Loaders, and Portable Toilet Services",Privately Held,203
East Shore Sound Inc.,null,null,null,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Feastshoresound%2Ecom&urlhash=k-O4&trk=about_website,Telecommunications,2-10 employees,null,null,null
中央システムサービス株式会社,システムの設計開発及びハード機器の販売。\tパッケージソフトの企画・開発・販売。,"大阪市西区, 大阪府",日本,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Echuoss%2Eco%2Ejp&urlhash=3Kta&trk=about_website,null,51-200 employees,null,null,2
Oriux,"ORIUX is a technology innovator of Intelligent Transportation Systems and Traffic Management solutions, providing the world with safer roads and better mobility. The company is the manufacturer of the first and most widely used ATC traffic controller in the world and provides a broad range of other products among three different product lines: data collection, detection and intersection control. The company employs more than 1,000 people in the Americas.","Houston, Texas",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eoriux%2Ecom&urlhash=zPU7&trk=about_website,"Appliances, Electrical, and Electronics Manufacturing",51-200 employees,null,Privately Held,"1,659"
Neodesha High School,null,"Neodesha, Kansas",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eneodesha%2Ek12%2Eks%2Eus%2F&urlhash=ajX7&trk=about_website,Primary and Secondary Education,2-10 employees,null,null,67
Rocky Mountain Sales Inc.,"Rocky Mountain Sales, Inc. is an outsourced sales and service organization that is committed to provide leading customer service support to all of our strategic partners, and leveraging our synergy with the brands we represent by delivering solutions which will drive revenue for our customers and manufacturers.

We are committed to providing sales, customer service and product expertise throughout Colorado, Wyoming, Montana, Western Nebraska and Western South Dakota. ","Golden , Colorado",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Erockymountainsales%2Ecom%2F&urlhash=eRNP&trk=about_website,Wholesale Building Materials,11-50 employees,"Plumbing Sales, Marketing, Customer Service, Specifications, and Job Quotes",Privately Held,192
Eucatex,"Eucatex S.A. Indústria e Comércio S.A. (“Eucatex” or the “Company”) was founded in 1951 and since then has been manufacturing and selling ceiling lining and insulating material from eucalyptus fiber. These are low-density products with thermal and acoustic insulation properties, which were largely used in the Brazilian civil construction market. In the beginning of the ‘80s, financial resources generated by its operations since foundation were invested in the implementation of production lines for hardboard (high density wood fiber panels), which still is one of the flagships of the Company.

Currently, Eucatex is the second largest producer of wood fiber panels in the foreign market, with a market share of 41%. In 1996, Eucatex started to manufacture MDP panels and currently has a market share of 16% in this segment in Brazil. In addition, it is the domestic leader in ceiling lining and insulating materials, wall partitions, in addition to operating in the door and flooring markets.

Although Eucatex is traditionally known for its wood-related products, such as wood panels, MDP panels and related products, it also has a manufacturing line entirely integrated for the manufacture of paint (for own consumption and to the market) and resins, expanded vermiculite-based products (used in the manufacturing of wall partitions and ceiling linings with thermal insulating properties) and peat, in addition to galvanized steel roofing sheets and steel profiles. The industrial evolution of Eucatex has always been associated to the growth of its planted forests, which ensures the continuous supply of an important raw material for the company, eucalyptus wood. The Company chiefly operates in the furniture and civil construction industries, and each segment represents 48% and 35% of its income, respectively.","São Paulo, Sp",Brasil,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eeucatex%2Ecom%2Ebr&urlhash=TWMr&trk=about_website,Wholesale Building Materials,"1,001-5,000 employees","Laminate Flooring, Flooring for stands, Household Paints, Wall Partitions, MDP Panels, Hardboard Bottling, Display Separator, Galvanized Steel Roofing Sheets, Fast Roof System, Hardboard, and Flush Doors",Public Company,"44,596"
Confins Transportes Ltda,"Confins Transportes é pioneira na realização de transportes rodoviários de cargas no fluxo de importação e exportação, serviços de logística aplicada e trânsito aduaneiro de grandes projetos. É uma empresa que busca construir relações de confiança com seus clientes e parceiros, oferecendo soluções logísticas inteligentes e integradas na cadeia de comércio exterior.","Betim, Minas Gerais",Brasil,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Econfins%2Ecom%2Ebr%2Findex%2Ephp%2Fa-empresa%2F&urlhash=tw9B&trk=about_website,Truck Transportation,51-200 employees,"Transporte de Contêineres, Transporte de Carga Especial e Perigosa, Transporte de Carga Geral e Lotação, Transporte em Trânsito Aduaneiro, Planejamento e Gestão Logística, and Carga/Descarga e Armazenagem",Privately Held,"4,956"
OKUANT,"Okuant se especializa en la adquisición y gestión integral de carteras inmobiliarias procedentes de entidades financieras y promotores.

Nuestro objetivo es generar rentabilidad para nuestros clientes mediante el aprovechamiento de las oportunidades de inversión en el mercado inmobiliario español. Para ello, en OKUANT trabajamos en todas las fases del proceso, gestionando las inversiones de nuestros clientes y garantizando la seguridad y éxito de las operaciones.

Nuestra tecnología, que nos permite detectar y valorar oportunidades de inversión en tiempo real, unida a nuestro posicionamiento en el mercado y mayor poder de negociación, convierten a OKUANT en la mejor opción a la hora de afrontar con garantías procedimientos de inversión y desinversión.","Madrid, Community of Madrid",España,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eokuant%2Ecom%2F&urlhash=18Tl&trk=about_website,Real Estate,51-200 employees,"compra y venta de inmuebles, carteras de inmuebles, REO, NPL, Real Estate Owned, Non Performing Loans, and inversión inmobiliaria",Self-Owned,"6,552"
ISETA ECA,"ISETA-ECA
Des formations de la 4ème à la licence
Formations pour adultes
Voie scolaire - alternance

Domaines de formations : enseignement général, agriculture, aquaculture, eau, forêt, nature, paysage, commerce et services aux personnes, habitat et industrie.","POISY, Auvergne Rhône-Alpes",France,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eiseta%2Efr&urlhash=4Dwt&trk=about_website,Education Administration Programs,51-200 employees,"Enseignement général, Agriculture, Aquaculture, Eau, Forêt, Nature, Paysage, Commerce, Services aux personnes, and Collège",Educational,"2,084"
null,null,null,null,null,null,null,null,null,null
Porto de São Francisco do Sul,"- Maior porto em movimentação de carga de Santa Catarina.
- Responsável por metade de todo o aço importado pelo Brasil e por 80% da soja exportada por SC.
- 5º lugar no ranking ambiental, entre os 34 portos públicos brasileiros.
- 9º maior porto público do Brasil em movimentação de carga geral.
- 3º melhor porto em desempenho do Brasil.
- Maior extensão de cais entre os portos catarinenses (1,5 km), dividido em sete berços de atracação.
- Conta com acesso ferroviário exclusivo e ligação direta com as principais rodovias do país
- Tem 230 colaboradores.

Movimentação de cargas:
--- Referência nacional na movimentação de granéis agrícolas e produtos siderúrgicos.
--- Movimentação anual: 13 milhões de toneladas (média dos últimos anos).

Fatia de mercado: 
--- O complexo portuário da Babitonga é responsável por 50% do volume das cargas movimentadas pelos portos de SC.
--- O complexo movimenta R$ 100 bilhões por ano, equivalente a 43% do comércio exterior catarinense.

Movimentação de navios:
--- 480 embarcações atracaram em 2022.

Principais cargas:
- Soja e milho (40%)
- Produtos siderúrgicos (28%)
- Fertilizantes (19%)
- Madeira (3%)
- Papel e celulose (2,5%)",São Francisco do Sul,Brasil,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Eportosaofrancisco%2Ecom%2Ebr%2F&urlhash=jbhy&trk=about_website,"Transportation, Logistics, Supply Chain and Storage",201-500 employees,"Responsável por metade de todo o aço importado pelo Brasil e por 80% da soja exportada por SC, porto, logistica, and operações",Government Agency,null
kamogelo joubert,null,null,null,null,null,null,null,null,28
THAAYAKAM LTD,"THAAYAKAM LTD is a start-up, founded in 2021 with the sole intention to provide a wide range of high-tech solutions incorporated with emerging technologies.

We are close knit of tech passionates working towards modern technologies to solve complex real-world problems. Our crew, which works towards new heights, provides high-quality solutions and services with solid commitment. By joining the lightning-fast journey towards the information age to create new world regulations, THAAYAKAM LTD will explore a new era full of innovation.  ",Romford,United Kingdom,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Ethaayakam%2Eco%2Euk&urlhash=MvbU&trk=about_website,Information Technology & Services,2-10 employees,null,Privately Held,null
EXTRA CO Fibre Glass & Prefab Houses L.L.C.,"Extra Co was established in Sharjah, United Arab Emirates in the year 1979. The company started out
as a very small operation with a few workers producing small fiber glass water tanks. Since then, Extra Co has
significantly grown in size and capabilities to become a leading industrial manufacturer in the region for thousands of different products, with more than 3,000 employees throughout the United Arab Emirates. Extra Co‟s products and services have reached many parts of the world, including the Middle East, Africa, Europe, and the United States of America.
Throughout its operations, Extra Co has adopted state-of the-art manufacturing technologies and has pioneered new manufacturing methods to bring customer requirements to reality; all while maintaining the highest quality standards. Extra Co possesses several accreditation s for its product ranges and operational procedures from the most globally acknowledged and reputed quality standards institutions.","Sharjah, Industrial Area 2",الإمارات العربية المتحدة,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eextraco%2Eae&urlhash=MW8i&trk=about_website,Civil Engineering,"1,001-5,000 employees","Fibreglass Composites, Precast, Prefab & Interiors, and Metal Works",Privately Held,"1,679"
Polaris Inc.,"Since 1954, Polaris has proudly defined, re-defined and then raised the bar again for the powersports industry. It is reflected in the innovation we bring to the products we design and experiences we create for all those who play, work and THINK OUTSIDE.","Medina, Minnesota",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2EPolaris%2Ecom%2Fcareers&urlhash=pUwF&trk=about_website,Manufacturing,"10,001+ employees","Manufacturing, Vehicle Design, and automobile",Public Company,"197,667"
JuteBag | CottonBag,"Welcome to JuteBag | Sustainable Bag Specialists.

JuteBag was created to offer endless bespoke offerings for brands who are looking for anything but mainstream. Established in 2004, long before the current crop of competitors, we have built a reputation for reliability and trustworthiness. Whether you are a multinational retailer or a village deli, everyone can benefit from our highly competitive prices and bespoke service.

We are a company on a mission! As sustainability becomes more important for all companies, across all industries, JuteBag is committed to reducing plastic pollution, a company mindset that has been evident from the outset.

Our Story – A dream of sustainability
You don’t expect to come across plastic bags on safari in the wilds of Africa – but such an encounter planted the seed for one of our directors who learned that plastic bag litter was beginning to have a significant impact on the game reserve’s wildlife. He came home determined to take action. JuteBag was born.

Your Story – Beautifully bespoke branded bags
Even the widest product range can sometimes fail to meet your campaign’s specific requirements. Together with you, we create a fully customised bag solution. You want to reduce your impact on the planet, without it costing the earth? We offer qualitative, eco-friendly alternatives to single-use shopping bags and work hard to source the most exciting portfolio of inexpensive, customisable bags on the market without compromising our ethical values. Take a closer look at the bags you currently use. Whether you’re handing them out at tills, or using them to promote your organisation, consider your choice carefully. Everyone wants something different; bags for life, reusable bags, promotional bags, book bags, cotton bags, wine carriers, or super-strong jute shoppers. However big your budget and however unique your design, our team can help make your custom bag or pouch today.","Harrow, Middlesex",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Ejutebag%2Eco%2Euk&urlhash=zxwT&trk=about_website,Renewables & Environment,11-50 employees,"Suppliers of ethically made eco-friendly jute & cotton bags which are reusable and help the environment and promote sustainability., Jute, Cotton, NWPP, PP Woven, Organic, Fairtrade, and Recycled",Privately Held,"1,097"
"Precision Time Systems, Inc.",null,"Shallotte, NC",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eprecisiontime%2Ecom&urlhash=s-FN&trk=about_website,"Appliances, Electrical, and Electronics Manufacturing",11-50 employees,null,null,8
Design Intoto Pty Ltd,"Design Intoto is a creative, strategic, and technology-focused agency that specialises in unique and intelligent retail merchandising and brand communications, aimed at satisfying our client's customers for sales and profit.

The creative focus is on food-related design, connected store solutions, customer experience kiosks, digital menu design and packaging. 

Our strategic content and production services enhance customer satisfaction and drive sales. 

With an extensive client portfolio and a commitment to creativity and excellence, Intoto delivers intelligent design solutions that transform the customer experience and has been doing so since 1985.","McMahons Point, New South Wales",Australia,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fdesignintoto%2Ecom%2Eau&urlhash=lkBG&trk=about_website,Advertising Services,11-50 employees,"Digital Menu, Menu KIosks, Content scheduling, Menu Photography, Customer Experience, CX, Retail Agency, Digital Content, Dynamic CMS, Behavioural Retail, Retail Promotions, Graphic Design, Local Store Marketing, Retail Marketing, Retail Strategy, Content Creation, Marketing Calendar Management, Retail Creative, and Photography",Privately Held,188
EUROPEAN SERVICES,"Empresa de servicios dedicada a la reforma y el mantenimiento de todo tipo de edificios tocando todo tipo de ramas electricidad, fontanería, albañilería, climatización, pintura, carpintería y energías renovables. Trabajamos para aseguradoras, fincas, empresas y pequeños usuarios.","Barcelona, Catalonia",España,null,Repair and Maintenance,11-50 employees,"Electricidad, Albañilería, climatización, Carpintería de aluminio, Carpintería General, Pintura, Energías renovables, Fontanería, and Atascos",Self-Owned,508
null,null,null,null,null,null,null,null,null,null
Ezattullah Sediqi,null,null,null,null,null,null,null,null,265
FabricaInfo,"Com 18 anos de atuação, a FábricaInfo, empresa especializada na área de digitalização, vem oferecendo a seus clientes serviços de alta tecnologia e qualidade. A empresa possui a maior certificação mundial da área de documentos digitais e arquivos eletrônicos (CDIA) e o ITIL para gestão de serviços de T.I, consagrando-se como uma das mais experientes do Brasil.

Tem mais de 200 milhões de páginas digitalizadas e centenas de projetos em execução.

Atuamos em todo o Brasil e temos escritórios próprios em São Paulo, Rio de Janeiro, Brasilia, Recife, São Luis, Fortaleza e Lisboa.","São Paulo, SP",Brasil,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Efabricainfo%2Ecom&urlhash=4sjC&trk=about_website,IT Services and IT Consulting,"1,001-5,000 employees","Digitalização de Documentos, Arquivos Digitais, Microfilmagem, Gestão Eletrônica de Documentos, Gestão de Suprimentos, Processamento de Imagens, Gestão e Guarda arquivística, and Gestão do protocolo e Atendimento Processual",Privately Held,"5,585"
Grupo Cuevas,"Una larga historia, construida durante tres siglos por cuatro generaciones de la familia de las Cuevas. Que opera de forma destacada en distintos sectores de la distribución alimentaria e industria agroalimentaria.","San Cibrao das Viñas, Ourense",España,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Egrupocuevas%2Ecom&urlhash=rUH5&trk=about_website,Food and Beverage Services,201-500 employees,null,Self-Owned,"6,214"
Empresa de Energía Del Bajo Putumayo,null,Puerto Asís,Colombia,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Feebpsa%2Ecom%2Eco&urlhash=IBpz&trk=about_website,Retail,2-10 employees,null,null,null
Robeson County Sheriff's Office,"Robeson County Sheriff's Office is a company based out of LUMBERTON, NC, United States.","LUMBERTON, NC",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Frobesoncoso%2Eorg&urlhash=9Pbh&trk=about_website,null,null,null,null,28
null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null
Skyway Coach Lines,"Skyway Coach Lines is a leading Toronto coach line and airport shuttle provider. We proudly offer a complete range of transportation solutions and services, priding ourselves ourselves to be customer focused and competitively priced.","Markham, Ontario",Canada,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fskywaycoach%2Eca%2F&urlhash=H6lR&trk=about_website,Truck Transportation,51-200 employees,null,Privately Held,44
FARMACIA ETTORE FLORIO SNC,"Farmacia, servizi professionali, laboratorio galenico, produzione di cosmetici e store on-line. Dal Dal 1957 La Farmacia Ettore Florio è un punto di riferimento per la salute e il benessere dei cittadini del Vomero. #sentiamocibene","Napoli, IT",Italia,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Efarmaciaflorio%2Ecom%2F&urlhash=ezCU&trk=about_website,Wholesale Drugs and Sundries,11-50 employees,null,Partnership,77
NRS Healthcare," NRS Healthcare is committed to improving people's quality of life and independence every day, through the provision of daily living aids and assistive technology equipment. Our products and services help people who are living with long term health conditions, disabilities and special needs to carry out everyday tasks and to retain independence and mobility.

We are the UK's leading provider of Integrated Community Equipment Services, working on behalf of the NHS and local authorities to deliver over 1 million items of essential equipment to over 250,000 homes each year. This crucial equipment helps people to live independently at home, and prevents hospital/care home admission and extended hospital stays.

We also provide and repair wheelchairs on behalf of the NHS, for approximately 60,000 people in 5 English counties and the whole of Northern Ireland.

Our Clinical Services division supports the business with a team of Occupational Therapists and Assistants, and provides Occupational Therapy based services to local authorities. Recent projects have included reviews of double handed care packages and seating assessments. Our Safe+Well Service operates locally in several areas of the UK, and is designed to help people find out what daily living aids could help them, where to try them out locally and where to buy them.

We also offer an end-to-end telecare and assistive technology service, providing triage and assessments, installation, servicing and collection of equipment, and monitoring and response. Our clinically led service helps local authorities increase the use of telecare as a solution for supporting independent living, both for self funding service users and when funded by NHS/Council. 

Our Product Division offers a range of over 3000 daily living aids for purchase by members of the public, care homes, Councils, schools, and hospitals, as well as mobility retailers. Visit www.nrshealthcare.co.uk for easy online ordering.

We are proud members of the British Healthcare Trades Association (BHTA) and adhere to their Code of Practice, which is approved by the Trading Standards Institute. 

For more information on our services, visit www.nrshealthcare.com.","Coalville, Leicestershire",United Kingdom,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Enrshealthcare%2Ecom&urlhash=8Bc1&trk=about_website,Medical Equipment Manufacturing,"1,001-5,000 employees","daily living aids, community equipment, working with local authorities, occupational therapy, clinical services, working with NHS, telecare, assistive technology, and online retail",Privately Held,"5,653"
"HCI Systems, Inc","HCI Systems Inc., is California’s premier low voltage technology and Sprinkler company.  We provide a wide array of services including: design, engineering, construction, and maintenance of fire protection, life safety and wireless distributed antenna Systems (“DAS”).   At HCI, our knowledgeable team has extensive expertise in the areas of Fire Suppression, Fire Sprinklers, Reg IV & Title 19, Nurse Call, Data, Voice, Structured Cabling, Access Control, Intrusion, Intercom & Sound, Sound Masking, DAS and Central Station Monitoring Services. 
 
We built our company from scratch, and now HCI is the largest independent low-voltage integrator in California.  With more than 600 team members operating our 7-locations state-wide, we are in close proximity to our clients and can respond to their needs expediently.  We work closely with our manufacturing partners to provide customized and tailored low voltage and fire protection solutions for all sectors public and private.   We have extensive experience working on both state and federal projects.  Our completed project portfolio includes all types of buildings ranging from kinder garden through high school, higher education institutions, ports, data centers, airports, terminals, borders, hospitals, assisted living homes, multi-family residential, and large or small commercial headquarters.
 
We understand the needs of today’s complex and dynamic technology environment. The breadth of our services and the depth of our expertise give us exceptional abilities to deliver the best low voltage and life safety solutions to our customers. No other integration company performs for its customers with the speed, agility, and responsiveness as HCI – providing our customers with the power to connect people to information and to the world.
 
Learn more about who we are and what we do at https://www.hcisystems.net/.","Ontario, California",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Ehcisystems%2Enet%2F&urlhash=uiXe&trk=about_website,Construction,"501-1,000 employees","New Construction, Sprinkler Systems, Fire Alarm Systems, Security Systems, Special Hazard Systems, Engineering, Nurse Call, DAS, REG IV Testing, Building Reports, and Monitoring",Privately Held,"3,259"
Better Accounting Solutions,"We offer a wide range of custom accounting, bookkeeping and consulting services: Tax Accounting Services, Bookkeeping, Consulting Services, Payroll, Report Generation, QuickBooks, Tax Preparation Services. All services can be performed by one of our Small Business Accountants in-house or remotely, giving you the freedom to manage your business' finances where you choose

We provide a top quality service at an unbeatable price! 

Let's talk today!
Phone:  (718) 215-3850
Email: info@betteraccountingsolutions.com","New York, New York",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fbetteraccountingsolutions%2Ecom%2Findex%2Ehtml&urlhash=U3GK&trk=about_website,Accounting,51-200 employees,"Book Keeping, Payroll, Tax Consulting, Tax Service, and CPA",Privately Held,737
null,null,null,null,null,null,null,null,null,null
null,null,null,null,null,null,null,null,null,null
Sociedad de Ahorro y Crédito Constelación,"Nuestros números telefónicos 
*Agencia La Joya 2527-8500
*Agencia Plaza Mundo 2511-7900
*Agencia La Campana 2525-4500","San Salvador, San Salvador",El Salvador,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Econstelacion%2Ecom%2Esv&urlhash=ACBK&trk=about_website,Financial Services,201-500 employees,null,Privately Held,545
Avant IT AS,"Avant IT er et fremtidsrettet teknologiselskap som skreddersyr løsninger for deg og ditt selskap.

Våre fokusområder består av IT-drift, Microsoft 365, Legal 365 som er en bransjeløsning for advokater,PC, Skjerm, Møterom og Print & Dokumentstyring samt tilhørende Onsite Service & Remotre Support av disse områdene.

Vi leverer i dag innovative løsninger innenfor våre fokusområder til kunder spredt rundt i Norden. Som en dedikert Microsoft og HP-partner jobber vi kontinuerlig med å utvikle innovative løsninger for å imøtekomme våre kunders behov og ønsker.

1.1.2018 fusjonerte CRM Norge og Laser Tone Norge as, med CRM Norge AS som det overtagende selskap.  Selskapets navn ble endret til Avant IT AS.

Samtlige avtaler og forpliktelser selskapene innehar blir ivaretatt av Avant IT AS.

Selskapene har vært samlokalisert siden 2001 og beholder post- og besøks-adresse. Samtlige ansatte er dessuten med videre.

Vår historie
Laser Tone Norge AS ble etablert i 1989 og er en multibrand leverandør av bransjeledende merkevarer som Hewlett Packard, Samsung, Lexmark og Ricoh til private bedrifter og offentlig sektor. Selskapet innehar Hewlett Packard’s høyeste sertifiseringer på salg og service og kan basert på dette rådgi sine kunder for optimalisert, sikker drift med fordelaktige betingelser.

CRM Norge AS startet opp som Visma-forhandler i 2001, men har siden 2013 levert  Office 365, Dynamics 365 CRM og Azure-løsninger fra Microsoft til kunder i Norden. I 2016 ble selskapet sertifisert som Norge’s første Microsoft Gold Cloud CRM Partner. Med egen utviklingsavdeling skreddersyr man i tillegg Dynamics 365 CRM løsninger til flere ulike bransjer bl.a. salg, service, forsikring, rådgivning, advokat og eiendom.","OSLO, OSLO",Norge,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eavantit%2Eno&urlhash=F9oT&trk=about_website,Computer and Network Security,11-50 employees,"Print & Dokumentstyring, Sikker Utskrift, Software Utvikling, Microsoft Office 365, Microsoft Dynamic 365, Skydrift, Mobil print, Bærbare PC, HP, Service onsite, Support remote, Automatisk rekvisita bestilling, Lexmark, Webshop, Dell, Lenovo, Microsoft Azure, Advokat, AV, Samsung, Logitech, Microsoft Azure, Legal, Advokat, and Møterom",Privately Held,416
PGESCO,"PGESCO’s vast experience contributed significantly to the understanding of power and industrial projects requirements, providing EPC/EPCM smart solutions for governmental utilities and commercial Clients.

In the field of power plants, PGESCO has designed, supervised and managed over 36,260 MW of power projects in Egypt. Similarly, PGESCO has got on its records over 13,640 MW on-going and completed projects in Libya and Iraq including all types of power plants such as combined cycle plants, steam power plants, and simple cycle power plants in addition to desalination plants, substations and transmission lines projects.","Cairo, Egypt",مصر,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Epgesco%2Ecom&urlhash=Svpk&trk=about_website,Engineering Services,"501-1,000 employees","Power Plant Project Engineering, Project Procurement, Construction Management, Digital Transformation, Infrastructure, PMC services, Projects Development, Project Management , Renewable Energy, and Power-to-X applications",Partnership,"61,434"
Weatherford Independent School District,null,null,null,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Ehendrickhealthclub%2Ecom&urlhash=J4N9&trk=about_website,"Health, Wellness & Fitness",null,null,null,null
Industrial de Alimentos E y L,"Industrial de Alimentos E y L es una empresa líder en el sector de alimentos con una sólida presencia en el mercado de condimentos y especias, tanto para consumo masivo como industrial. Somos la casa matriz de tres marcas estratégicas:
Don Yab, que ofrece una amplia gama de especias, salsas, aderezos y condimentos de alta calidad para realzar los sabores en la cocina;
OPA Ingredients, nuestra división especializada en ingredientes alimentarios para la industria, brindando soluciones innovadoras y eficientes;
y Spice Society, nuestra plataforma agrícola sostenible, comprometida con el desarrollo comunitario y la producción de pimientos picantes, impactando a más de 1,400 familias en Centroamérica.

Con un enfoque en la excelencia, innovación y responsabilidad social, trabajamos día a día para llevar los mejores productos del campo a la mesa, contribuyendo al crecimiento económico y el bienestar social.","Tegucigalpa, Francisco Morazán",Honduras,null,Wholesale Food and Beverage,51-200 employees,null,Privately Held,15
LA PASTINA,"A missão da LA PASTINA é compartilhar e difundir a cultura enogastronômica mediterrânea, trazendo mais sabor à vida das pessoas e transformando toda refeição em uma celebração.
 
Fundada em 1947, a companhia está constantemente em busca de alimentos e vinhos de excelência em sabor e procedência para levar à mesa dos brasileiros  uma verdadeira experiência gourmet. 

A LA PASTINA é parte do Grupo La Pastina, que conta também com as unidades de negócio World Wine e Enosteria Vino e Cocina.

Com mais de 400 colaboradores e  corpo executivo estruturado, está presente em todo o território brasileiro, atendendo aos canais ON e OFF TRADE via distribuição multicanal, que inclui cerca de 3.000 pontos de vendas no varejo, além de televendas e e-commerce. 

Pioneira no modelo de gestão e governança corporativa, possui um dos mais modernos  Centros de Distribuição da América Latina, com 1.500 m² de câmaras climatizadas, 11.000 posições para paletes e capacidade de armazenagem para 500 containers.

Toda essa estrutura, aliada ao DNA de Inovação, Diversidade e Qualidade faz da LA PASTINA uma empresa referência em seu segmento. Orientada pelas melhores práticas de sustentabilidade do país, está sempre aberta a novas ideias, sem medo de arriscar e de colocar o novo em prática. 
Que tal fazer parte desse time movido por paixão e transformação?","São Paulo, São Paulo",Brasil,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Elapastina%2Ecom&urlhash=15Kf&trk=about_website,Food and Beverage Services,201-500 employees,Vinhos and Alimentos Premium,Privately Held,"13,648"
Akram Zaki,null,null,null,null,null,null,null,null,"13,648"
Computan,"Computan serves as the back end dev and technology team for short-handed marketing agencies and departments. 
Your organization benefits from a reliable and dedicated team of web developers, app developers, network admins and database administrators.  We serve as a transparent and total extension of your business.  For more information on what we do and who we do it for please visit www.computan.com.","Thorold, ON",Canada,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Ecomputan%2Ecom&urlhash=gCHy&trk=about_website,IT Services and IT Consulting,51-200 employees,"eBusiness development, web and mobile application developers for SMBs, digital marketing, application hosting and support, digital media, mobile applications, web applications, digital strategy, HubSpot, WordPress, Shopify, Magento, Volusion, Marketo, Drupal, WooCommerce, OsCommerce, Infusionsoft, OpenCart, Intranet Portal Development, Website and App Development, Website Integrations, and Custom Database Development",Privately Held,"5,842"
