Company,Company Description,Date Victimised,Number of Clicks,Status,Data Size (Gb),Link to Folder Directory
ondozabal.com,"Internacionalización y diversificación de sectores. Ondozabal Group ha evolucionado en el mercado en los últimos años, abriendo sus fronteras y apoyando el crecimiento internacional. Con más de un 32% de tasa de exportación, estamos presentes en vari...",2024-08-11 11:52:00,6313,Published,100.61,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/187e94b30281e4b13956b04b75defce3-2627438c-9748-3b41-8c91-2a57d7d2db73/ondozabal.com/ondozabal.com.7z-file-tree.txt
museu-goeldi.br,"O Museu Paraense Emílio Goeldi é uma instituição de pesquisa vinculada ao Ministério da Ciência, Tecnologia, Inovações e Comunicações do Brasil. Está localizado na cidade de Belém, Estado do Pará, região amazônica. Desde sua fundação, em 1866, suas a...",2024-08-11 11:49:00,5912,Published,1.3,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/9580ab78de5d3ef6fceeec30b732cc7e-60b73fb1-665f-38bf-a363-037943447949/museu-goeldi.br/museu-goeldi.br.7z-file-tree.txt
mpeprevencion.com,"Gestión integral de la prevención. GRUPO MPE ofrece, como Servicio de Prevención de Riesgos Laborales, un Servicio Integral a todos sus. clientes. Para ello, cuenta con personal técnico altamente cualificado en las especialidades de. Seguridad en el...",2024-08-11 11:48:00,6184,Published,363.6,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/8fa124293003cdd9e0c64b3bfd604dc4-bcdb5a29-6701-3d83-a689-3bf0a4f83b0d/mpeprevencion.com/mpeprevencion.com.7z-file-tree.txt
kowessex.co.uk,"Kings is a high achieving 13-18 years school. Exam results are consistently high year-on-year, with students making outstanding progress from Key Stage 2 to 4, and after the Sixth Form many students go on to top universities. Accolades and league tab...",2024-08-11 11:47:00,5965,Published,32.7,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/4b09bd3db0bd5d305359cec69b0ca101-1245ebbf-c626-301d-b90c-420a485947a4/kowessex.co.uk/kowessex.co.uk.7z-file-tree.txt
hotel-ostella.com,"The 4-star Ostella hotel is a real jewel, open all year round, comfortable and spacious rooms and luxury suites, wellness center, gym, jacuzzi pool, restaurant, lounge area and bar. For a relaxing stay on the Island of Beauty.",2024-08-11 11:44:00,6084,Published,64.4,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/c291a539e9d3487e589016d8f17bfd3f-c58c3c31-5e26-3cf6-9576-51c2fffd6d20/hotel-ostella.com/hotel-ostella.com.7z-file-tree.txt
hetero.com,"At Hetero, our every action seeks to inspire human belief in accessibility and affordability of life-saving medicines across the world. With unparalleled strengths in pharmaceutical research, manufacturing, and marketing, we are positioned to serve p...",2024-08-11 11:42:00,5794,Published,434.43,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/35cab46511d5e9335ca194ae1e7a580a-7be8ac89-ce55-314b-941f-94e9ca62dfb1/hetero.com/hetero.com.7z-file-tree.txt
garage-cretot.fr,"Garage Cretot expert du véhicule professionnels : camion, semi-remorque, utilitaires plus de quarante années d'expertise à votre service",2024-08-11 11:41:00,5847,Published,132.01,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/22d61f6f68f59e7b7c8b96157133710c-c0ae5806-f577-3322-9411-56839b73dad6/garage-cretot.fr/garage-cretot.fr.7z-file-tree.txt
essinc.com,"Long-duration Energy Storage | ESS, Inc. Accelerates Renewables. Long-duration storage is critical to create a decarbonized grid powered by renewable energy. ESS solutions, available now, enable the growing penetration of renewables and can deliver c...",2024-08-11 11:40:00,5513,Published,0.68,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/665e080d1374a10d6d27c52de37d5c4d-18ca6a3d-bba4-3fc1-80b2-550b71cd68d6/essinc.com/essinc.com.7z-file-tree.txt
equinoxinc.org,"Equinox serves adolescents and adults struggling with chemical dependency; survivors of domestic violence and their children as well as elderly victims of domestic abuse; adolescents and adults, along with their families, who are living with mental i...",2024-08-11 11:38:00,5611,Published,31.8,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/bfc89f0462147fc76e54e16a1698c0ad-ea60e8ea-ffcb-38dc-8781-1bd5aec7a017/equinoxinc.org/equinoxinc.org.7z-file-tree.txt
depenning.com,"Who we are. Founded in 1856, De Penning & De Penning is the oldest established firm of intellectual property lawyers in India and remains at the forefront in protecting our clients' intellectual assets in a fast-changing and competitive market.",2024-08-11 11:36:00,5507,Published,200.52,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/19f93956692cf6a2777f7691d786e7dc-d5882a5a-4059-3a9d-8104-94d7a3300458/depenning.com/depenning.com.7z-file-tree.txt
cinealbeniz.com,cinealbeniz.com,2024-08-11 11:32:00,5607,Published,112.21,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/eb3b4725b7043f0c549905dd4c5299b9-18d0f455-cdf6-32cf-bf8d-f6f873bdb866/cinealbeniz.com/cinealbeniz.com.7z-file-tree.txt
call4health.com,"Compassion is more than a slogan. The company was founded with a commitment to ensure patients and their families are treated with respect, empathy and compassion on every call. We believe in customer service excellence. The foundation of our busines...",2024-08-11 11:27:00,5582,Published,180.11,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/2bde02db67ff995fcca9c11088e0e476-b75ef447-6295-3a3f-8501-383b1a2720a2/call4health.com/call4health.com.7z-file-tree.txt
brockington.leisc.sch.uk,"We are a forward-looking and inclusive Church of England Academy. Central to all we do is our mission statement 'learning to live life to the full'. Taken from John 10:10, it is our aim that all students at Brockington College are able to flourish ac...",2024-08-11 11:25:00,5537,Published,,NA
asafoot.com,Our team at A Step Ahead Foot & Ankle Center is dedicated to offering you excellence in first step foot care. Our facilities have been designed to provide you with the utmost in comfort and convenience. A Step Ahead Foot & Ankle Center utilizes in-ho...,2024-08-11 11:19:00,5425,Published,22.0,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/91cb7c66f091cce8de5519174a599f7b-6ba75cf2-7851-3f7a-83ca-cfaccc36b229/asafoot.com/asafoot.com.7z-file-tree.txt
alian.mx,"We are a provider of comprehensive solutions to a global market through injection molding of plastics and secondary operations. With a history of over 25 years, Alian is fully prepared to supply the plastic component and assembly needs that you requ...",2024-08-11 11:14:00,5381,Published,105.01,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/7e38056ca5f25fea711747be00994372-823a1a1f-1253-3fea-a56b-7aea6755a6b9/alian.mx/alian.mx.7z-file-tree.txt
joliet86.org,"Joliet Public Schools District 86 provides a high-quality, inclusive, and equitable education for students to grow, lead, and thrive by empowering staff, collaborating with families, and embracing our diverse community.",2024-08-11 10:34:00,12497,Published,,NA
nationaldentex.com,"Data part #1 National Dentex is a full-service dental lab partner that offers a wide range of services, products and solutions for dentists and their patients. Whether you need crowns, bridges, veneers, implants or orthodontics, National Dentex can...",2024-08-11 10:33:00,38266,Published,,NA
dunaway.com,"Dunaway's work with the Permian Basin MPO started in the summer of 2020, when Dunaway was selected to identify the preferred route for the Permian Basin Regional Multi-Use Trail that would unify the communities of Midland and Odessa, Texas. Read More...",2024-08-11 10:33:00,9884,Published,0.13,| http://lockbit7z2jwcskxpbokpemdxmltipntwlkmidcll2qirbu7ykg46eyd.onion/secret/4b48a11d8fc81ecce948384feec1ae95-0ade45af-3b91-3dbd-aaee-892e4281935e/dunaway.com/dunaway.com.7z-file-tree.txt
manusa.com,"Discover the energy saving achieved by installing Manusa automatic doors, the fastest on the market. Doorwifi. Open to the future. Control and manage all your intelligent access systems in an easy and safe manner from your phone! Discover all the adv...",2024-08-11 10:33:00,10621,Published,,NA
rehub.ie,"Rehab Group Follow 7,317 3,747. Rehab Group is a charity that champions the value of diversity and inclusion for people with a disability or with additional support needs in their communities. ; Rehab Group @RehabGroup ·. 8 Feb. Safe to Create, a Dig...",2024-08-11 10:33:00,10664,Published,5.9,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/919ccf78381f873bf6ea2faa197b6978-e9e1f0e6-1fe3-3534-ba89-6627d50fd1d1/rehub.ie/rehub.tgz-file-tree.txt
cms.law,"CMS lawyers are pleased to be attending the ITechLaw World Technology Law Conference 2024 held in Washington on 8-10 May. Below you can find an overview of our attending partners, representing a large range of jurisdictions and practice areas. To arr...",2024-08-11 10:32:00,7537,Published,,NA
agencavisystems.com,"Agencavi Systems is specialized in the complex and challenging field of industrial connections and supplies wiring, cables, connectors, accessories, complete kits, simple control panels and junction boxes.",2024-08-11 10:04:00,5078,Published,11.2,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/02e2eb0c134ed88b11a8ed8c758fed77-fc8dec1c-935e-3fff-a089-00f75662c844/agencavisystems.com/agencavisystems.com.7z-file-tree.txt
keuka.edu,"Keuka College is a private college in Keuka Park, New York, situated on Keuka Lake. Founded in 1890, the college emphasizes experiential learning as well as career and pre-professional education. It is classified among ""Master's Colleges and Universi...",2024-08-11 06:45:00,5009,Published,148.81,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/0e6500a01bded6e36bf925a33d8e7b1e-5c47b673-c976-3d77-98bb-ac5ab499753d/keuka.edu/keuka.edu.7z-file-tree.txt
gorrias-mercedes-benz.fr,"Le Groupe Gorrias Mercedes-Benz est distributeur de camions, véhicules industriels, véhicules utilitaires. Les marques : Mercedes-Benz, Fuso, Setra, Evobus, OmniPlus. Ventes de véhicules neufs et d'occasions aux particuliers et professionnels. Servic...",2024-08-11 06:43:00,5109,Published,119.01,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/d9696a52a832444d90ee4b7956d44b3d-d312ab3c-7233-355e-91ab-03ad47030f5d/www.gorrias-mercedes-benz.fr/www.gorrias-mercedes-benz.fr.7z-file-tree.txt
ema-eda.com,"Established in 1989 by Manny Marcano, EMA Design Automation is a leader in product development solutions ranging from electrical CAD tools, data management and PLM systems, services, training, and technical support. EMA is a Cadence® Channel Partn...",2024-08-11 06:34:00,4426,Published,90.21,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/60b742125e3a3fc78d6d16f7eec1a8de-b3c6b2a7-3a9d-3f78-b7dd-f4246466d5d5/ema-eda.com/ema-eda.com.7z-file-tree.txt
kauffmanschool.org,The Ewing Marion Kauffman School is a free public charter school open to all students living in the Kansas City Public School District. The school is a three-school campus (two middle schools and a high school) of mission-driven college preparatory s...,2024-08-11 06:31:00,4373,Published,174.01,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/7b269671aca048ca8dbe058d52a440b7-df46d39b-f722-35e9-8e97-3e3d921e34ea/kauffmanschool.org/kauffmanschool.org.7z-file-tree.txt
ernesthealth.com,"Ernest Health hospitals are located throughout the United States in Arizona, California, Colorado, Idaho, Indiana, Montana, New Mexico, Ohio, South Carolina, Texas, Utah, Wisconsin, and Wyoming. Each hospital is managed locally to best meet the needs...",2024-08-11 06:17:00,10178,Published,65.71,| http://lockbit7z55tuwaflw2c7torcryobdvhkcgvivhflyndyvcrexafssad.onion/secret/3bf09ef9a58d96f2f0c52b5714b6a165-f7e74761-5247-3cec-91c0-08da19fd6655/ernesthealth.com/ernesthealth.tgz-file-tree.txt| http://lockbit7z55tuwaflw2c7torcryobdvhkcgvivhflyndyvcrexafssad.onion/secret/3bf09ef9a58d96f2f0c52b5714b6a165-f7e74761-5247-3cec-91c0-08da19fd6655/ernesthealth.com/ernesthealth2.tgz-file-tree.txt
morningstarco.com,"The Morning Star Company is a Woodland, California-based agribusiness and food processing company founded in 1970. The company was originally founded as a trucking outfit by Chris Rufer, who remains the sole owner. Morning Star processes about 40% of...",2024-08-11 06:13:00,36020,Published,49.4,| http://lockbit7z55tuwaflw2c7torcryobdvhkcgvivhflyndyvcrexafssad.onion/secret/5ad41c5c0c33d7fe7ad0fb35ae511df4-60889a6b-2be1-3fc0-bf78-8fe6e0bf9481/morningstarco.com/morningstarco.com.7z-file-tree.txt
allcare-med.com,"Shady Grove, MD. 16250 Frederick Road, Gaithersburg MD 20877. Coming Soon. Welcome to AllCare, providing expert primary care and accessible urgent care services. Get convenient, quality care at walk-in clinics near you.",2024-08-11 06:05:00,3774,Published,37.8,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/fadec5198a15aaa10b79eae5a4df2fa5-d3430431-6e91-34e5-86f8-df98b561fd6d/allcare-med.com/allcare-med.com.7z-file-tree.txt
utc-silverstone.co.uk,"Silverstone UTC is a purpose built centre of excellence for young people wanting to break into the specialist fields of High Performance Engineering and Business with Events Management. It is based in the very heart of British Motorsport, at the Silv...",2024-08-11 06:04:00,4061,Published,329.63,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/9fc33b5d178677801367d5467be8d0ce-db1d751d-a8e6-30e8-a1d3-79b8dc20597d/utc-silverstone.co.uk/utc-silverstone.co.uk.7z-file-tree.txt
twpunionschools.org,"The Union Public School District is a comprehensive community public school district that serves students in pre-kindergarten through twelfth grade from Union Township, in Union County, New Jersey, United States. As of the 2018–19 school year, the di...",2024-08-11 06:03:00,3889,Published,159.11,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/be5a130bd773389d5d7bea57644aae67-d5c24733-12de-38a8-9105-8fccba24eb37/twpunionschools.org/twpunionschools.org.7z-file-tree.txt
jmjcorporation.com,"Skip the online order from the retailer and get a good deal with them! - Jonathan B. Button. We're here to help! Simply call 804-270-7400 to discuss your requirements. JMJ Workplace Interiors in Richmond, VA, will bring your office vision to life wit...",2024-08-11 06:02:00,4040,Published,171.61,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/6b4da640b613a4d5565f23f219210089-04710791-fa70-32a8-9f22-75fd56de6422/jmjcorporation.com/jmjcorporation.com.7z-file-tree.txt
countyins.com,"The County Group are one of the UK's Top 25 Brokers, specialising in personal and commercial insurance. We have access to a full suite of insurance solutions.The County Group is comprised of over 35 community focused, local insurance brokers, and wel...",2024-08-11 06:02:00,4090,Published,308.72,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/687fd83b51713b7966e1a7bd27eb3c91-30acb7fe-ae5f-390d-a306-2f5d174ab18a/countyins.com/countyins.com.7z-file-tree.txt
srg-plc.com,We supply market leading retailers and wholesalers across the world with a range of private label and SRG branded products.,2024-08-11 05:54:00,4006,Published,290.92,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/74f97ce2589bf6060adc407ec7905fc6-670c3426-8982-38ae-86aa-4e046ba1236b/srg-plc.com/srg-plc.com.7z-file-tree.txt
thede-culpepper.com,"Protecting Your Legacy. The lawyers of Thede Culpepper focus their practices in the areas of estate and trust planning and administration, real estate, business, tax, compensation planning, and representing the needs of tax-exempt charitable organiza...",2024-08-11 05:53:00,3866,Published,38.8,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/a5bd666bdbfa171193a6c496769b1dc4-2bfe78ab-ba53-3593-9701-aaf0d9257703/thedeculpepper.com/thedeculpepper.com.7z-file-tree.txt
skanlog.com,"In 2023, Skanlog successfully acquired all storage and distribution activities for alcoholic beverages in Sweden from Hillebrand Gori. This strategic move encompasses the takeover of Hillebrand Gori's warehouse and office in Jordbro, Stockholm, and X...",2024-08-11 05:51:00,3921,Published,304.62,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/be07dc19c97fbc15b1927b9ba252973e-f770963f-88de-3c7f-a5b2-0302c8a88800/skanlog.com/skanlog.com.7z-file-tree.txt
emanic.net,"Electronic Maintenance Associates, Inc. (dba EMA) provides products, services, training, and more related to Medium Voltage Variable Frequency Drives. Celebrating our 33rd year, over 98% of our customers say they are ""very satisfied"" with EMA; that's...",2024-08-11 05:49:00,3978,Published,256.22,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/a90e2e3a4bc1e21623ba0860d4839582-4b6f94d3-d549-38e2-aef7-1460253eb3de/emanic.net/emanic.net.7z-file-tree.txt
southernspecialtysupply.com,"With over 30 years of experience our dedicated sales team is here to help you with all of your supply needs for the oil and gas industry. Providing quality products and service, our team is here to provide knowledge and support for offshore, onshore,...",2024-08-11 05:49:00,3907,Published,5.4,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/f7d47bd219978a3c05d9b211ea284823-d2303a5b-d5f1-3886-8e1a-ea43c2f2af5f/southernspecialtysupply.com/southernspecialtysupply.com.7z-file-tree.txt
rollingfields.com,"Rolling Fields Elder Care Community - Conneautville, PA. Watch on. Living at your own pace is the cornerstone for a happy life. At Rolling Fields you have the freedom to be as relaxed or as active as you choose to be. Our philosophy of care puts the...",2024-08-11 05:48:00,3884,Published,124.41,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/568b4026075e56c42cd6751dee0d3ca4-f315f742-e123-3406-a61b-8d1a2cae3197/rollingfields.com/rollingfields.com.7z-file-tree.txt
qespavements.com,"QES takes pride in expressing each value in our name: Quality Engineering Solutions. We provide solutions to challenges in the pavement and transportation field using the latest proven engineering technology, with a strong emphasis on the quality and...",2024-08-11 05:43:00,3913,Published,87.91,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/b02f70eb5aad5af2dbff7d5653cd3be9-c39e3f72-b45c-3714-806d-18a22bb7b40e/qespavements.com/qespavements.com.7z-file-tree.txt
daubertchemical.com,"Since 1935, Daubert Chemical Company has focused on being the industry's ""silent partner"" as a provider and supplier of rust preventive coatings, industrial greases, sound deadening coatings, laminating adhesives, as well as a variety of corrosion in...",2024-08-11 05:43:00,18436,Published,41.1,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/d914ebba4faca04de655c6e93cb2082a-ac8cf40a-0636-35c1-8fec-e3947e0c767f/daubertchemical.com/daubertchemical.com.7z-file-tree.txt
morrisgroupint.com,"Morris Group International includes 28 divisions and partnerships and 27 locations worldwide. From stainless steel toilets, engineered plumbing and drainage products, and vacuum plumbing systems to drinking fountains and electric water heaters, our p...",2024-08-11 05:42:00,14112,Published,139.41,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/057fc2d4277734282e6301a111e8af18-292b3800-43bb-312b-95fe-0e1f922f1823/morrisgroup.co/morrisgroup.co.7z-file-tree.txt
pricemodern.com,"Price Modern transforms the way people think, collaborate and perform by creating modern office designs for smarter, happier and more productive work environments. Price Modern was founded in 1904 and is headquartered out of Baltimore, Maryland. 11...",2024-08-11 05:41:00,21829,Published,182.21,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/39ccdf6679db547ce0c804cdf08ec9a0-cc534f5a-226f-3f66-91ef-c6dea78bf30c/pricemodern.com/pricemodern.com.7z-file-tree.txt
churchill-linen.com,"Churchill Linen Service is family owned and operated for over 80 years, servicing Massachusetts, Rhode Island, Southern New Hampshire, Connecticut, New York, New Jersey, and Philadelphia.",2024-08-11 05:34:00,3924,Published,6.6,| http://lockbit33chewwx25efq6dgkhkw4u7nefudq4ijkuamjfd7x73on6dyd.onion/secret/e9d292cfcb864fa16fc831244566a3a9-45f6290e-3eef-3ecc-98b2-a4dac31eb197/churchill-linen.com/churchill-linen.com.7z-file-tree.txt
johnllowery.com,"John L. Lowery & Associates, Inc. was organized in 1964 to provide versatile and comprehensive engineering and technical services for the petrochemical industry. We have grown and now employ all levels of professional and technical personnel such as...",2024-08-11 05:30:00,3790,Published,138.61,| http://lockbit7z55tuwaflw2c7torcryobdvhkcgvivhflyndyvcrexafssad.onion/secret/4588ac4ebecd6fe8c79702b01018c2a7-5bb88d50-1431-3c09-b150-80a0d4610164/johnllowery.com/johnllowery.com.7z-file-tree.txt
sullivansteelservice.com,"Our central location allows quick shipping and receiving along with quick access to our shipping ports for our steel deliveries. 85 Route 31 North. Pennington, NJ 08534. fax: 1-609-530-1140. • Contact Sullivan Today •. • Request Quote •. Newsletter....",2024-08-11 05:28:00,3376,Published,,NA
divaris.com,From Our Experts. Three Concepts Worth Considering. Pandemic Retail Strategies. Locations. Tenant Portal. Award Winning. Forward Thinking. Results Driven. Divaris is Moving Commercial Real Estate Forward.,2024-08-11 05:24:00,3992,Published,184.91,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/54185dae9d345e805028c33448274844-91a2eeed-f722-34ee-891e-d9c18bc6bb84/divaris.com/divaris.com.7z-file-tree.txt
clinicatezza.com.pe,"Clinica Tezza - Cuidamos al enfermo como una madre cuida a su único hijo enfermo. «Cuidamos al enfermo como una madre cuida a su único hijo enfermo.». La Congregación Hijas de San Camilo cumple su misión a nivel mundial. En Europa está en Italia, don...",2024-08-11 05:22:00,3983,Published,302.82,| http://lockbit24pegjquuwbmwjlvyivmyaujf33kvlepcxyncnugm3zw73myd.onion/secret/8d5c9257c7cf581816f396ec8c77242c-3df2123b-35bf-3efe-a663-7a53614f23bd/clinicatezza.com.pe/clinicatezza.com.pe.7z-file-tree.txt
