Company Name,Company URL,Date Victimsed,Status,View Count,Photo Count,File Count,Data Size (GB),Ransom Blog Content,Financial Data,PII,Customer and Client Data,Employee and HR data,Legal Documents,Intellectual Property and Trade Secrets,Databases,Sensitive Communication,Healthcare Data,Utility and Infrastructure Data,Description,Headquarters,Country,Website,Industry,Company Size,Specialities,Company Type,Followers
UNIQUE-RELATIONS.AT,http://unique-relations.at/,"NOV 5, 2023",Up,150949,5,46541,54,We will publish data on next week,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,"Jahrelange Erfahrung und Know-how, ein sicheres Gespür für den Kern der Geschichte, ein kreatives und erstklassiges Team als Ihre Berater und Partner – das ist UNIQUE relations.
 
„Wer sich im Dreieck Wirtschaft – Medien – Politik bewegt, sollte wissen wovon er spricht“, so Gründer und Geschäftsführer Josef Kalina.

Das eigentümergeführte Unternehmen wurde im Jahre 2008 gegründet und ist seit 2011 Partner des internationalen Beratungsunternehmens Hill + Knowlton Strategies in Österreich.","Wien, Wien",Österreich,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eunique-relations%2Eat&urlhash=tnYR&trk=about_website,Public Relations and Communications Services,11-50 employees,"Strategische Beratung, Corporate Communications, Krisenkommunikation, Public Affairs & Lobbying, Marken- & Produkt-PR, Social Media, Publishing, Events, Medientraining, Agenda Setting, and Storytelling",Public Company,1236
ASSURIUS.BE,http://assurius.be/,"NOV 5, 2023",Up,151569,6,0,0,Coming soon...,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,"WELKOM BIJ ASSURIUS

Assurius (vroeger gekend onder de naam ISCS) is al meer dan 25 jaar gespecialiseerd in de afhandeling van schadedossiers voor rekening van verzekeringsmakelaars, verzekeringsmaatschappijen, fleet managers, CFO’s, risk & legal managers en advocaten.
Ons deskundig team heeft een ijzersterke kennis van de verzekeringssector waardoor wij uw dossiers sneller en efficiënter kunnen behandelen en grotere volumes aankunnen. Wij werken 100% in naam van uw organisatie, zodat we uw klanten een persoonlijke service kunnen garanderen.
Naast de administratieve afhandeling van dossiers, kunt u ook een beroep doen op onze expertise voor advies bij complexe of internationale schadeclaims.

✔ Elke vraag of elk dossier dat binnenkomt bij Assurius, wordt binnen de 24 uur behandeld. Dat, is onze Assurius service!

Graag tot binnenkort.

Tom Coussée, Zaakvoerder","Steenokkerzeel, Vlaanderen",België / Belgique / Belgien,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Eassurius%2Ebe&urlhash=CvRL&trk=about_website,Facilities Services,11-50 employees,"schade, verzekeringen, and bemiddeling",Public Company,221
SG WORLD,http://sgworld.com/,"OCT 26, 2023",Up,169965,0,9,63,Company data will be made available for download below,No,No,No,No,No,No,No,No,No,No,"👷🏽Your Safety is Our Priority At SGWorld! Trust the Experts
☎️Find us 01270588211
Do it better!

SG World supplies simple solutions for the management of people, processes and property, including: 

• Visitor Management, including visitor passes and visitor badge software 
• Pupil Management and Safeguarding Solutions
• Cheque Printing & Financial Systems 
• Contractor Management 
• Equipment Inspection, including fleet vehicles
• Staff Identification

SG World has been developing innovative products for over 40 years. You will find SG World solutions in schools across the country and in the majority of the UK's top 1,000 companies.","Crewe, Cheshire",United Kingdom,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Esgworld%2Ecom&urlhash=qoM2&trk=about_website,Public Safety,51-200 employees,"Identification, mewp safety inspection system, Safety Inspection Systems, Colour Printing, Cloud Based Visitor Management, and School Absence Reporting Forms",Privately Held,1161
CARDIOVASCULAR CONSULTANTS LTD,http://cvcheart.com/,"OCT 25, 2023",Up,172136,0,520961,206,You can download all personal data of clients and employees of this company below,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,null,"Phoenix, Arizona",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fcvcaz%2Ecom&urlhash=lWC8&trk=about_website,Executive Offices,201-500 employees,null,null,12
"PAUL-ALEXANDRE DOÏCESCO, NOTAIRES ASSOCIÉS",http://notairedoicesco.be/,"OCT 25, 2023",Up,164321,10,0,0,The company has chosen to ignore us means its data will be open and available for download below.,Yes,No,Yes,No,Yes,No,No,No,No,No,null,null,null,null,null,null,null,null,null
DITRONICS FINANCIAL SERVICES,http://ditronics.com/,"OCT 4, 2023",Up,159795,39,506068,412,"""DiTRONICS continues to define the future of funds access with a fully integrated suite of products and services that includes ATMs, Ticket Redemption Kiosks, Check Guarantee Software, Cash Advance Software, and now offers a Title 31 compliance solution."" Our team will soon begin publishing drawings of ATMs and other devices of this company. Money laundering methods and many non-disclosure agreements.",Yes,No,No,No,Yes,No,No,Yes,No,No,"DiTRONICS is a full service funds access provider for the gaming industry.  The company is dedicated to the delivery of  industry-leading new and innovative technologies for casino operators in North America.  With over 20 years experience and the highest customer retention rate in the industry, DiTRONICS is committed to helping our partners get the most out of their ATM, Cash Advance, Check Guarantee services as well as their ATM and Kiosk hardware platforms.

Products and services include: 

• ATM’s, All‘N’1 ATM software
• Credit and POS Debit Card Cash Advance
• Personal and Payroll Check Cashing with Guarantee
• Multi-function Ticket Redemption Kiosks
• Proprietary Wagering Account for use by operators with a ""Bricks and Clicks"" strategy
• Marketing solutions",null,null,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2FDiTRONICS%2Ecom&urlhash=syvD&trk=about_website,,,,,1614
SIAMESE ASSET,http://siameseasset.co.th/,"SEP 26, 2023",Up,208232,19,110298,249,In the near future we will be publishing more data related to very interesting money laundering schemes. The state should be interested in what these guys are doing :) password: fbhdfkbkhb223SS,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,"At Siamese Asset, our goal is to be the most trusted property development company that delivers ""Assets of Life"" to our customers with cheaper price tag than other property development companies having the same standard; provides sustainable value growth to our shareholders; creates challenging and rewarding work for our people in an environment that respects and values their contributions.","Bangkok, Bangkok",ประเทศไทย,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fcorp%2Esiameseasset%2Eco%2Eth&urlhash=Qg-6&trk=about_website,Real Estate,"501-1,000 employees",null,Public Company,2082
CORTEL TECHNOLOGIES,http://cortel.com/,"SEP 11, 2023",Up,225678,0,64583,71,Cortel is a cloud technology vendor that partners with businesses to deploy phone systems that connect customers to businesses. Below you can see a small part of the data which were taken from the servers of this company.,No,No,Yes,No,No,No,No,No,No,No,"Cortel is a cloud technology vendor that partners with businesses to deploy hosted and premise-based phone systems and UCaaS solutions that connect customers to businesses. With Cortel, our clients have the tools they need to connect with people in a digital world. Stop frustrating your customers with an outdated phone system and start connecting with customers quickly.","Somerset, New Jersey",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Ecortel%2Ecom&urlhash=PFlC&trk=about_website,Telecommunications,11-50 employees,"Unified Communications, VoIP, Hosted Cloud Solutions, Business Telephone Systems, Mobility, Video Surveillance, Multi-site Organizations, Non-Profit Organizations, UCaaS, Data Cabling, and Infrastructure",Privately Held,289
WACOAL,http://wacoal-america.com/,"SEP 8, 2023",Up,218999,0,23870,75,"Wacoal America is an apparel & fashion company specializing in lingerie and intimate wear. In the near future, we will publish a large leak from the network of this company. Including all customer data.",No,No,Yes,No,No,No,No,No,No,No,null,Paris,France,null,Retail Apparel and Fashion,null,null,null,null
GYP NEW TREE SA,http://newtree.com.ar/,"AUG 28, 2023",Up,234196,0,27481,58,"GYP NEW TREE SA is a wholesale importer operating in the market since 1998, marketing brands that are synonymous with excellence and innovation. We integrate the value chain of these brands, either with local assembly of PCs and AIOs, or with technical and after-sales service. Password: m/er7gd2323",No,No,Yes,No,No,No,No,No,No,No,null,Ciudad Autonoma De Buenos Aires,Argentina,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fnewtree%2Ecom%2Ear&urlhash=xyr2&trk=about_website,null,null,null,null,null
THONBURI ENERGY STORAGE SYSTEMS (TESM),http://mercedes-benz.co.th/,"AUG 7, 2023",Up,278146,5,79986,152,The company has decided not to contact our team in any way so we are starting a large publication of various documents At the moment you can read the screenshots below The first part of the files is provided below password: passwordtesm,No,No,No,No,No,Yes,No,Yes,No,Yes,null,null,null,null,null,null,null,null,null
"BETTER SYSTEM CO.,LTD",http://www.bettersystem.co.th/,"JUL 12, 2023",Up,286460,0,0,0,Some of the data taken from the servers of this company can be found below,No,No,No,No,No,No,No,No,No,No,"Founded in 1987, Better Systems Group has offered better clinic management software for over 25 years. 

Building on a strong foundation in the Chiropractic market, we also offer our software to Physiotherapists, Naturopaths, Massage Therapists, Psychologists, mixed practices and other clinic environments. Our main product, The Better System, consolidates appointment scheduling, billing/financials, patient demographics, comprehensive reporting and more into one convenient and easy-to-use package. New for 2015, our Better Notes add-on brings the same legendary usability to the EHR/EMR segment including intuitive touchscreen and tablet functionality! 

Isn't it time you discovered a better way, with Better Systems?",Toronto,Canada,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Ebettersystems%2Eca&urlhash=riXC&trk=about_website,Software Development,1 employee,"Appointment Scheduling Software, Clinic Management Software, Patient Management Software, and Practice Management Software",Privately Held,null
MICROPORT SCIENTIFIC / LIVANOVA,http://microport.com/,"JUL 11, 2023",Up,271009,5,0,0,"Our team has prepared a big announcement for the public to check out some interesting files of this company. In addition to developments ( 1 ). We will publish terabytes of various data from European and Chinese servers. To start with, we will publish financial information that does not pose a big threat to the company's credibility. There will be more to come. We are in the process of adding sample files to this blog. If the company does not respond to this incident, we will start posting dozens of similar archives. Archive password: passwordcrm",Yes,No,No,No,Yes,No,No,No,No,No,"MicroPort® is a premier medical solutions provider, founded on the belief that every person has the right to high-quality medical treatment. 

For over 25 years, we have been breaking barriers and accelerating access to life-changing technologies. Our commitment to innovation is powered by deep collaboration with the medical community, driving us to develop solutions that consistently put patients first.

We believe that it’s the little details that make life special. That’s why we pay the utmost attention to every small detail of our medical technologies, ensuring that millions of lives everywhere can make every little moment a special one. 

Today, we operate in over 100 countries and 20,000 hospitals, providing advanced solutions for more than 200 diseases across 12 key therapeutic areas, impacting millions of lives globally. 

With significant R&D investments and a dedicated, skilled global workforce, MicroPort® is shaping the future of healthcare We are steadfast in our mission to ensure better and longer lives for patients worldwide.

Discover how we're making a difference at www.microport.com.

Headquartered in Shanghai, with subsidiaries based around the world, we have a global footprint of R&D and manufacturing facilities across China, United States, France, Italy and Dominican Republic. Today, through the lens of a global organization of enterprises sharing resources and expertise with an agile independence, we see an exciting path forward. One that addresses the most challenging healthcare issues, while allowing us to explore ways to impact even more lives every second.

Read our community guidelines: https://microport.com/about-us/corporate-social-responsibility/microport-social-media-terms-of-use",null,null,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Emicroport%2Ecom&urlhash=lJcd&trk=about_website,,,,,null
ASIC SOLUCIONES,http://https//asicamericas.com/,"JUL 4, 2023",Up,245275,0,0,0,Data leak will be published next wednesday (2023-07-12),No,No,No,No,No,No,No,No,No,No,null,null,null,null,null,null,null,null,null
DAIWA HOUSE INDUSTRY CO.,http://medexs.com/,"JUN 22, 2023",Up,251230,3,429008,734,"Daiwa House Industry Co., Ltd. is Japan's largest homebuilder, specializing in prefabricated houses. The company is also engaged in the construction of factories, shopping centers, health care facilities, the management and operation of resort hotels, golf courses and fitness clubs. One of the biggest leaks in recent memory. These guys didn't believe us that we had that much data taken from their servers. Hopefully now they'll be convinced of that. The company decided to ignore the huge data leak. So you can see some of what we got from their servers.",Yes,No,No,No,Yes,No,No,No,No,No,null,null,null,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Edaiwahouse%2Eco%2Ejp%2F&urlhash=NuiH&trk=about_website,Architecture and Planning,null,null,null,null
PRINTMARKSOLUTION,http://printmarksolution.com/,"JUN 9, 2023",Up,246816,6,5185,19,"Distributor of production date, expiry date, barcode, lot number, quality products imported from Europe by a team of professionals with more than 15 years of experience in industrial printing. we are committed to providing quality service, attentive and responsible to customers to ensure the highest satisfaction of our customers.",Yes,No,Yes,No,Yes,No,No,No,No,No,"At PrintMark, we never cut corners! From great customer service to our state-of-the-art facility, you can expect a job done right. We go the extra mile to deliver high quality, impactful print communications that are on time, on budget and personalized to match your brand’s look and feel. See what PrintMark can do for you and join other leading companies who trust us to deliver a top of the line printing experience.","Valencia, CA",Venezuela,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eprintmarksolutions%2Ecom&urlhash=DJuO&trk=about_website,Printing Services,2-10 employees,"Packaging, Printing, Promotional Products, Collateral Management, Company Branded Items, Uniforms, Direct Mail, Signage, Online Stores, and Fulfillment",Privately Held,25
IECM COMPANY LIMITED,http://https//www.iecm.co.th,"JUN 9, 2023",Up,249039,8,15087,9,"iECM Company Limited is one of the leading firm of Engineering and Consultancy Services in Thailand. Our company is proud of its successful record of the achievements, which bring its stock of experience, know-how, capabilities to bear when finding solutions for demanding engineering tasks. We are assure our quality of services in the high standard accordings to Quality Management System, certified by BVQI",No,No,No,No,Yes,No,Yes,No,No,No,null,null,null,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fiecm%2Eco%2Eth&urlhash=veAl&trk=about_website,Construction,null,null,null,null
DEL BONO HOTEL,http://https//delbonohotels.com,"JUN 9, 2023",Up,233293,0,5096,67,"Del Bono Hotels, the most important chain of hotels with function rooms for events, in San Juan Argentina. The data taken from the company's servers is shown below.",No,No,Yes,No,No,No,No,No,No,No,"Contamos con dos instalaciones Del Bono Park y del Bono Beach.

Del Bono Park Hotel Spa & Casino  ☆☆☆☆☆ 
Se encuentra ubicado en San Juan Capital a 10” del centro comercial de la ciudad y 20” del aeropuerto, es ideal para los viajeros tanto de negocios como placer. El hotel cuenta con un casino, dos restaurantes, salones para eventos, piscina exterior y spa.
Ubicado estratégicamente junto a Avenida Circunvalación, lo que permite tener un acceso fácil y rápido desde cualquier punto de la ciudad. 
Nuestras habitaciones cuentan con hidromasaje, televisores de LCD, minibar, control de climatización individual, teléfono, secador de cabello y caja de seguridad.
Puede disfrutar de nuestro Restaurante La Cava, un lugar ideal para desayunar y almorzar con especialidad en cocina moderna regional y selección de vinos. Por las noches en De Moño Rojo Grill & Bar se encontrara con la mejor coctelería y carnes grilladas de la ciudad, acompañado de una excelente ambientación.
Para culminar su día de trabajo con un momento de relax, nuestro Spa cuenta con sauna seco, ducha escocesa, baño turco, hidromasaje, gimnasio y gabinetes especiales para masajes y tratamientos faciales.
El establecimiento cuenta con piscina al aire libre, jardín, estacionamiento cubierto y conexión wifi. 
Por último una completa variedad de salones de usos múltiples.

Del Bono Beach Complejo Bahía, ☆☆☆ 
Un verdadero oasis a tan solo 20kms de San Juan Capital. 
El complejo cuenta con 26 unidades hoteleras con capacidades variadas (dobles, cuádruples y séxtuples). Inmersas un imponente paisaje donde se conjugan espacios verdes y montañas a la orilla del Lago de Ullúm.
Todas las unidades se encuentran adecuadamente equipadas con cocina, heladera, microondas, pava eléctrica, set básico de vajilla, TV  (posee servicio de DIRECTV), climatización y parrillero.
A su vez, las instalaciones de la propiedad cuentan con cocina central y 2 salones de usos múltiples.","San Juan, San Juan",Argentina,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Edelbonohotels%2Ecom&urlhash=gGig&trk=about_website,Hospitality,201-500 employees,null,Privately Held,571
ASZ GMBH & CO,http://asz-gmbh.de/,"JUN 8, 2023",Up,213101,7,96251,116,"The object of the company is the acquisition and management of shareholdings in service companies on the basis of the Occupational Safety Act and the Occupational Safety Act, as well as the assumption of personal liability and management in these, in particular the participation as a personally liable managing partner in ASZ GmbH & Co KG in Ahlen, the object of which is the provision of services in accordance with the Occupational Safety Act.",Yes,No,No,No,Yes,No,Yes,No,No,No,"| VISION | 

We want to make occupational safety understandable and transparent - for companies, for employees, for everyone! 


| VALUES | 

As a team-oriented company, it is important to us to be familiar, reliable and fair. In doing so, we put appreciative cooperation and respectful interaction first. With our professional corporate culture, we create long-term solutions. 


| SOLUTIONS | 

Our goal is to maintain and promote the health of employees. We support the area of occupational safety, train employees in regular seminars and create a sustainable feel-good atmosphere with the introduction of a company health management system. 


| CAREERS | 

Our teams are happy to welcome new members with a commitment to advancing safety and health awareness in companies. No matter if you are a routine perfomer or a free-spirited pioneer! 


_____ 
ASZ GmbH & Co. KG 
Meisterweg 6 
59229 Ahlen 
E-Mail: info@ASZ-GmbH.de

Translated with www.DeepL.com/Translator (free version)","Bielefeld, North Rhine-Westphalia",Deutschland,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Easz-gmbh%2Ede&urlhash=8LL5&trk=about_website,Hospitals and Health Care,51-200 employees,"Arbeitsschutz, Arbeitsmedizin, Arbeitssicherheit, Gesundheitsmanagement, Brandschutz, Betriebliches Gesundheitsmanagement, Gefährdungsbeurteilung, Reisemedizin, Betriebliches Eingliederungsmanagement, Gesundheitsvorsorge, Unterweisungen, Begehungen, and Digitalisierung",Privately Held,361
"CLARITY WATER TECHNOLOGIES, LLC",http://https//claritywatertech.com,"JUN 7, 2023",Up,219833,0,66745,83,"Clarity Water Technologies specializes in comprehensive industrial and commercial water treatment that includes expert consulting and cutting-edge chemistry, as well as a full service team to support facility needs . Some of the data taken from their servers are listed below.",No,No,No,No,Yes,No,No,No,No,No,"Clarity Water Technologies specializes in comprehensive industrial and commercial water treatment that includes expert consulting and cutting-edge chemistry, as well as a full-service team to support your facility needs.  Whatever your facility’s heating, cooling, potable or process application may be, our experts will have a water treatment solution for you! 

Our expertise is second-to-none in boiler water treatment, cooling water treatment, legionella prevention and remediation, pasteurizers, retorts, wastewater, and much more.  Plus, our service team members are skilled in mechanical cleaning and maintenance services, including cooling tower cleaning.

Our expertly-designed programs will save you money by reducing energy usage, extending the life of your capital equipment, and minimizing unscheduled down time.  We guarantee that we can design a program that will save more money than it will cost by optimizing energy usage.  The energy efficiency will support your facility’s green initiatives and even reduce your carbon footprint.

With degreed engineers and licensed consultants managing all customer accounts, our experience and expertise make us the best problem solvers in the water treatment industry. We are a dedicated, dependable partner whose professionalism and flexibility sets us apart. Our safe, efficient programs and comprehensive services means you spend less time thinking about water treatment and dealing with its associated problems.

Contact us today to get a free survey of your facility.  We’ll look for ways to make your system more efficient, safer, and greener – and save you money!",null,null,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2EClarityWaterTech%2Ecom&urlhash=OadT&trk=about_website,,,,,439
AWM GLOBAL ADVISORS,http://https//awmga.com/,"JUN 7, 2023",Up,206104,0,17076,10,AWM offers security backed loans and margin account lending at very competitive rates. You'll soon see for yourself how much these guys care about the privacy of their customers and employees.,No,Yes,Yes,Yes,No,No,No,No,No,No,"AWM Global Advisors is an independent, fee based, Registered Investment Advisor,  located  in San Diego, California.
AWM  is dedicated to providing comprehensive  wealth management solutions and portfolio management services to high net worth investors  and businesses.  It is our goal  to provide each client  with  world-class, customized, service catered to their unique financial situation. 
With over 60 years of combined experience, the members of AWM  have endeavored to create a  traditional private banking  type culture where the client is the priority. Our  advice is guided by a disciplined,  risk management approach, based on our global perspective and our  top-down,  macroeconomic trends analysis. We believe our independence allows us the freedom and objectivity to select the investment products and services that  are most beneficial for our clients.",null,null,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eawmga%2Ecom&urlhash=K9EM&trk=about_website,,,,,1416
ASCENTIA GROUP PTY LTD,http://https//ascentia.us,"JUN 4, 2023",Up,210227,0,85409,137,"Ascentia is a independent Civil Engineering Contracting company that services the Defence, Civil Infrastructure Construction and the Oil & Gas Industries. The data taken from the company's servers is shown below.",No,No,No,No,No,No,No,No,No,Yes,null,null,null,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fascentiagroup%2Ecom&urlhash=VKxK&trk=about_website,Advertising Services,2-10 employees,null,null,null
"CONLEY & WIRICK, P.A.",http://https//conleywirick.com,"JUN 4, 2023",Up,207499,0,30048,59,"Conley & Wirick, P.A. has served the communities of Bath and Midcoast Maine for more than forty years, and today our attorneys are still committed to serving the people of our community and solving their problems. Lawyers always like to throw around pretty words and lie about how they ensure the privacy of their clients. Let's see it in practice.",No,Yes,Yes,No,No,No,No,Yes,No,No,"Conley & Wirick, P.A. has served the communities of Bath and Midcoast Maine for more than forty years, and today our attorneys are still committed to serving the people of our community and solving their problems. We pride ourselves on serving as compassionate guides through some of the most stressful times in our clients lives while aggressively advocating for their interests. Our goal is to make sure that our clients, our neighbors, are taken care of so they can get help while not letting their legal problems consume their lives. Anywhere from Portland, to Augusta, to Rockland, the attorneys of Conley & Wirick are here to help the members of our Maine communities. ","Bath, Maine",United States,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Econleywirick%2Ecom&urlhash=R_Xe&trk=about_website,Law Practice,2-10 employees,"Family Law, Personal Injury, Real Estate, and Probate / Wills",Self-Owned,17
OPPIDA ESTATES LIMITED,http://https//oppida.com/,"MAY 22, 2023",Up,211889,0,9624,16,Oppida is a real estate agency that provides a wide range of modern spaces and apartment complexes for rent and sale. The data of ordinary and wealthy (very) customers you will be able to observe in the very near future. By the way personal data and exact addresses can be used in different ways).,No,Yes,Yes,No,No,No,Yes,Yes,No,No,"Oppida Estates Ltd is a commercial real estate company based out of Bermondsey-London, United Kingdom.",London,United Kingdom,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eoppida%2Ecom&urlhash=paU-&trk=about_website,Real Estate,2-10 employees,null,Privately Held,null
SMDEA,http://https//smdea09.fr/,"MAY 22, 2023",Up,192483,0,5008,5,"The SMDEA, a public operator, is an intermunicipal cooperation tool specializing in the areas of water and sanitation; domestic cycle and large cycle. The company decided to ignore the gigabytes of data taken from their servers. pass for archive: LKJSGHUJSVUI87nHJ7655^&$%&Guy54 That's why you'll soon see some of it in the public domain",No,No,No,No,Yes,No,No,No,No,No,null,CHAMPS SUR MARNE,France,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fsmdea09%2Efr&urlhash=AFvS&trk=about_website,"Appliances, Electrical, and Electronics Manufacturing",null,null,null,null
KANNANGARA THOMSON,http://https//www.ktlaw.co.nz/,"MAY 19, 2023",Up,180738,0,7,68,"Christchurch Lawyers, Kannangara Thomson provides advice on the law and a full range of legal services including family law, employment law and conveyancing Some of this company's data will be uploaded shortly. All the personal data of their employees as well as a large amount of information on their customers.",No,No,Yes,Yes,No,No,No,Yes,No,No,"Embracing the cultural diversity and unique make-up of the region, KTLaw Limited t/a Kannangara Thomson is committed to delivering quality legal services to clients throughout Christchurch and the wider Canterbury area.

Highly qualified and skilled in a broad array of specialist aspects within the law, the team at Kannangara Thomson draw on life experiences gained from all corners of the globe, with their unique personal histories forming a rich tapestry of wisdom, intelligence and practical thinking.

Down-to-earth and passionate about the people of Christchurch, Kannangara Thomson’s legal experts and support staff offer a service which revolves around the key principles of trust, integrity and transparency. When thoughtful planning, sound advice, and peace of mind are important, Kannangara Thomson is here to help.

We offer the following services:

-Conveyancing
-Family Trusts and Risk Structures
-Corporate and Commercial Law
-Elder Law
-Wills and Estates
-Immigration
-Employment Law
-Mental Health
-Insurance Law
-Family Law
-Relationship Property
-Residential Subdivisions
-Civil Litigation
-Licensing and Franchises
-Mediation

Our staff are not only professionals in these areas, but we are lucky enough to have 8 lawyers who speak a variety of languages to assist our clients. From Cantonese to Korean, we can speak your language! 

www.ktlaw.co.nz","Christchurch, Canterbury",New Zealand / Aotearoa,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Ektlaw%2Eco%2Enz&urlhash=AAEF&trk=about_website,Legal Services,11-50 employees,"Property Law, Commercial Law, Estate Practice, Senior Law, Asset Protection, Relationship Law, Company Law, Estate Planning, Property Investment Law, Commercial Leasing, Subdivisions, Business Sales and Purchases, Commercial Property, and Protection of Personal & Property Rights Law",Partnership,110
MAIER SANITÄR-TECHNIK GMBH,http://https//www.maier-sanitaer.de,"MAY 19, 2023",Up,156282,0,21074,33,"Maier sanitary technology GmbH is mentioned in public sources in the context of the following products and services. Customer service, hall construction and heating technology are the most common. Some of this company's data will be uploaded shortly. All the personal data of their employees as well as a large amount of information on their customers.",No,No,Yes,Yes,No,No,No,Yes,No,No,null,Waiblingen-Neustadt,Deutschland,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fbad-heizung-maier%2Ede&urlhash=voWO&trk=about_website,Construction,11-50 employees,null,null,null
HECTOR MARTINEZ SOSA Y CIA SA,http://https//hmsosa.com,"MAY 19, 2023",Up,156466,0,22887,63,"HMSOSA is a group of companies in the insurance industry, responding to all the needs of individuals, companies and organizations, public and private. We have our own offices in CABA, Rio Grande, Ushuaia, Rio Gallegos, Vicente Lopez and Mar del Plata, as well as associated offices in Puerto Madryn and Rawson. In the coming days, we will see how this company cares about the data of its customers. If they are not interested in communicating with us, then they will communicate with clients in court, because we have a lot of interesting documents.",No,No,Yes,No,Yes,No,No,Yes,No,No,null,"VICENTE LOPEZ, Buenos Aires",Argentina,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Ehmsosa%2Ecom%2Ear&urlhash=yuP_&trk=about_website,Insurance,null,null,null,41
EYEDOCS OTTAWA,http://https//eyedocsottawa.com,"MAY 4, 2023",Up,156128,0,57908,12,"The company has decided not to care about its customers' data. Therefore, we are forced to publish their data. You can download the first part at the link below pass for archive: ys5YHSpkbp;sYT5&^%,FPERLHP",No,No,Yes,No,No,No,No,No,Yes,No,"eyeDOCS offers full-service eye care to the residents of Ottawa and Eastern Ontario. Each of our five clinic locations are equipped with state of the art technologies and a knowledgeable eye care teams. Our mission is to provide you with the highest quality eye care.

The practice was expanded at Billings Bridge in 1972 and again in 1978 to accommodate new associates and their growing practice. In 1990, they decided to move down the road from Billings Bridge Plaza and built a new office that is still the home of the Ottawa Optometric Clinic at 1285 Kilborn Avenue. To keep up with ever-increasing patient volumes the office was renovated in 2008 to provide an inviting open-concept space which improves the office flow for all our patients, and allowed the creation of a seventh examination room.

Due to increasing patient volumes and growth within the Westboro community, the eyeDOCS Westboro moved and doubled its size in 2010 and can be found directly across the street from its previous home on Richmond Road in the heart of Westboro village.

There are currently over a dozen optometrists that are available at Eye Docs locations across Ottawa.

The partners are Drs. Shawn Charland, Eric DesGroseilliers, Serge Fauchon, and Nathan Stolch.

The associates include, Annie DesGroseilliers, Carolyn Fyffe, Kristel Jefferies, Melissa Ings, Elaina Kuang, Mana Sharma, Erin Condran, David Featherstone, and Nicole Prieur.","Ottawa, Ontario",Canada,https://www.linkedin.com/redir/redirect?url=http%3A%2F%2Fwww%2Eeyedocsottawa%2Ecom&urlhash=p9lk&trk=about_website,Hospitals and Health Care,51-200 employees,"Comprehensive Eye Examinations, Binocular Vision Therapy, Orthokeratology, Dry Eye Treatment, Night Vision Testing, Contact Lense Fittings, and Eyewear Adjustments",Partnership,171
"GROPPER & NEJAT, PLLC",http://https//www.groppernejat.com/,"MAY 3, 2023",Up,148709,0,18569,16,Another company that decided it was a good idea to ignore our team. We will now post their customer data in pieces. Pass for archive: moR~?HHJ%IqTymMH7XHv$o7fi,No,No,Yes,No,No,No,No,No,No,No,"Gropper & Nejat, PLLC is a prestigious personal injury firm with offices in New York and New Jersey. For over 25 years, we have achieved notable verdicts and settlements on behalf of those who have suffered serious injury as a result of construction accidents, all types of motor vehicle accidents (car, truck, motorcycle, bicyclist, pedestrian), slip / trip and fall. We take pride in fighting to achieve the best results for those who have suffered fractures, surgeries, amputations, severe burns and other injuries.

Gropper & Nejat is proud to be recognized by the Phoenix Society for Burn Survivors as a Phoenix Luminary Partner.

Se habla espanol.","New York, New York",United States,https://www.linkedin.com/redir/redirect?url=https%3A%2F%2Fwww%2Egroppernejat%2Ecom%2F&urlhash=IKq4&trk=about_website,Law Practice,2-10 employees,"Personal Injury, Construction Accidents, Motor Vehicle Accidents, Burn Accidents, Car & Truck Accidents, Motorcycle Accidents, Premises Accidents, Trial Attorney, and Litigation",Privately Held,5
